,word,vec
28954,ram down,
28955,constipate,
28956,dense,
28957,solid,
28958,solidified,
28959,caseous,
28960,pukka,
28961,coherent,
28962,cohesive,
28963,compact,
28964,close,
28965,serried,
28966,thickset,
28967,substantial,
28968,massive,
28969,lumpish,
28970,impenetrable,
28971,impermeable,
28972,nonporous,
28973,imporous,
28974,incompressible,
28975,constipated,
28976,concrete,
28977,knotted,
28978,knotty,
28979,gnarled,
28980,crystalline,
28981,crystallizable,
28982,thick,
28983,grumous,
28984,stuffy,
28985,undissolved,
28986,unmelted,
28987,unliquefied,
28988,unthawed,
28989,indivisible,
28990,indiscerptible,
28991,infrangible,
28992,indissolvable,
28993,indissoluble,
28994,insoluble,
28995,infusible,
28996,rarity,
28997,tenuity,
28998,absence of solidity,
28999,subtility,
29000,subtilty,
29001,subtlety,
29002,sponginess,
29003,compressibility,
29004,rarefaction,
29005,expansion,
29006,dilatation,
29007,inflation,
29008,subtilization,
29009,vaporization,
29010,evaporation,
29011,diffusion,
29012,gassification,
29013,ether,
29014,rarefy,
29015,expand,
29016,dilate,
29017,subtilize,
29018,rare,
29019,subtile,
29020,thin,
29021,fine,
29022,tenuous,
29023,compressible,
29024,flimsy,
29025,slight,
29026,light,
29027,cavernous,
29028,spongy,
29029,rarefied,
29030,unsubstantial,
29031,uncompact,
29032,incompressed,
29033,rarefiable,
29034,hardness,
29035,rigidity,
29036,renitence,
29037,renitency,
29038,inflexibility,
29039,temper,
29040,callosity,
29041,durity,
29042,induration,
29043,petrifaction,
29044,lapidification,
29045,lapidescence,
29046,vitrification,
29047,ossification,
29048,crystallization,
29049,stone,
29050,pebble,
29051,flint,
29052,marble,
29053,rock,
29054,fossil,
29055,crag,
29056,crystal,
29057,quartz,
29058,granite,
29059,adamant,
29060,bone,
29061,cartilage,
29062,hardware,
29063,heart of oak,
29064,block,
29065,board,
29066,deal board,
29067,iron,
29068,steel,
29069,cast iron,
29070,decarbonized iron,
29071,wrought iron,
29072,nail,
29073,brick,
29074,concrete,
29075,cement,
29076,render hard,
29077,harden,
29078,stiffen,
29079,indurate,
29080,petrify,
29081,temper,
29082,ossify,
29083,vitrify,
29084,accrust,
29085,hard,
29086,rigid,
29087,stubborn,
29088,stiff,
29089,firm,
29090,starch,
29091,starched,
29092,stark,
29093,unbending,
29094,unlimber,
29095,unyielding,
29096,inflexible,
29097,tense,
29098,indurate,
29099,indurated,
29100,gritty,
29101,proof,
29102,adamant,
29103,adamantine,
29104,adamantean,
29105,concrete,
29106,stony,
29107,granitic,
29108,calculous,
29109,lithic,
29110,vitreous,
29111,horny,
29112,corneous,
29113,bony,
29114,osseous,
29115,ossific,
29116,cartilaginous,
29117,hard as a rock,
29118,stiff as buckram,
29119,stiff as a poker,
29120,stiff as starch,
29121,stiff as as board,
29122,softness,
29123,pliableness,
29124,flexibility,
29125,pliancy,
29126,pliability,
29127,sequacity,
29128,malleability,
29129,ductility,
29130,tractility,
29131,extendibility,
29132,extensibility,
29133,plasticity,
29134,inelasticity,
29135,flaccidity,
29136,laxity,
29137,penetrability,
29138,clay,
29139,wax,
29140,butter,
29141,dough,
29142,pudding,
29143,alumina,
29144,argil,
29145,cushion,
29146,pillow,
29147,feather bed,
29148,down,
29149,padding,
29150,wadding,
29151,foam,
29152,mollification,
29153,softening,
29154,render soft,
29155,soften,
29156,mollify,
29157,mellow,
29158,relax,
29159,temper,
29160,mash,
29161,knead,
29162,squash,
29163,bend,
29164,yield,
29165,relent,
29166,relax,
29167,give,
29168,plasticize,
29169,soft,
29170,tender,
29171,supple,
29172,pliant,
29173,pliable,
29174,flexible,
29175,flexile,
29176,lithe,
29177,lithesome,
29178,lissom,
29179,limber,
29180,plastic,
29181,ductile,
29182,tractile,
29183,tractable,
29184,malleable,
29185,extensile,
29186,sequacious,
29187,inelastic,
29188,aluminous,
29189,remollient,
29190,yielding,
29191,flabby,
29192,limp,
29193,flimsy,
29194,doughy,
29195,spongy,
29196,penetrable,
29197,foamy,
29198,cushiony,
29199,flaccid,
29200,flocculent,
29201,downy,
29202,edematous,
29203,oedematous,
29204,medullary,
29205,argillaceous,
29206,mellow,
29207,soft as butter,
29208,soft as down,
29209,soft as silk,
29210,yielding as wax,
29211,tender as chicken,
29212,elasticity,
29213,springiness,
29214,spring,
29215,resilience,
29216,renitency,
29217,buoyancy,
29218,rubber,
29219,India rubber,
29220,Indian rubber,
29221,latex,
29222,caoutchouc,
29223,whalebone,
29224,gum elastic,
29225,baleen,
29226,natural rubber,
29227,neoprene,
29228,synthetic rubber,
29229,Buna-S,
29230,plastic,
29231,flexibility,
29232,Young's modulus,
29233,stretch,
29234,flex,
29235,extend,
29236,distend,
29237,be elastic,
29238,bounce,
29239,spring back,
29240,elastic,
29241,flexible,
29242,tensile,
29243,spring,
29244,resilient,
29245,renitent,
29246,buoyant,
29247,ductile,
29248,stretchable,
29249,extendable,
29250,the stress is proportional to the strain,
29251,want of elasticity,
29252,absence of elasticity,
29253,inelasticity,
29254,unyielding,
29255,inelastic,
29256,inflexible,
29257,irresilient,
29258,tenacity,
29259,toughness,
29260,strength,
29261,grip,
29262,grasp,
29263,stickiness,
29264,sequacity,
29265,stubbornness,
29266,glue,
29267,cement,
29268,glutinousness,
29269,sequaciousness,
29270,viscidity,
29271,leather,
29272,white leather,
29273,whitleather,
29274,gristle,
29275,cartilage,
29276,unbreakability,
29277,tensile strength,
29278,be tenacious,
29279,resist fracture,
29280,grip,
29281,grasp,
29282,stick,
29283,tenacious,
29284,tough,
29285,strong,
29286,resisting,
29287,sequacious,
29288,stringy,
29289,gristly cartilaginous,
29290,leathery,
29291,coriaceous,
29292,tough as whitleather,
29293,stubborn,
29294,unbreakable,
29295,indivisible,
29296,atomic,
29297,brittleness,
29298,fragility,
29299,friability,
29300,frangibility,
29301,fissibility,
29302,house of cards,
29303,house of glass,
29304,be brittle,
29305,live in a glass house,
29306,break,
29307,crack,
29308,snap,
29309,split,
29310,shiver,
29311,splinter,
29312,crumble,
29313,break short,
29314,burst,
29315,fly,
29316,give way,
29317,fall to pieces,
29318,crumble to,
29319,crumble into dust,
29320,brittle,
29321,brash,
29322,breakable,
29323,weak,
29324,frangible,
29325,fragile,
29326,frail,
29327,gimcrack,
29328,shivery,
29329,fissile,
29330,splitting,
29331,lacerable,
29332,splintery,
29333,crisp,
29334,crimp,
29335,short,
29336,brittle as glass,
29337,structure,
29338,organization,
29339,anatomy,
29340,frame,
29341,mold,
29342,fabric,
29343,construction,
29344,framework,
29345,carcass,
29346,architecture,
29347,stratification,
29348,cleavage,
29349,substance,
29350,stuff,
29351,compages,
29352,parenchyma,
29353,constitution,
29354,staple,
29355,organism,
29356,        ,
29357,organography,
29358,osteology,
29359,myology,
29360,splanchnology,
29361,neurology,
29362,angiography,
29363,adeology,
29364,angiography,
29365,adenography,
29366,texture,
29367,surface texture,
29368,intertexture,
29369,contexture,
29370,tissue,
29371,grain,
29372,web,
29373,surface,
29374,warp and woof,
29375,warp and weft,
29376,tooth,
29377,nap,
29378,flatness,
29379,fineness of grain,
29380,coarseness of grain,
29381,dry goods,
29382,silk,
29383,satin,
29384,muslin,
29385,burlap,
29386,        ,
29387,histology,
29388,structural,
29389,organic,
29390,anatomic,
29391,anatomical,
29392,textural,
29393,textile,
29394,fine grained,
29395,coarse grained,
29396,fine,
29397,delicate,
29398,subtile,
29399,gossamery,
29400,filmy,
29401,silky,
29402,satiny,
29403,coarse,
29404,homespun,
29405,rough,
29406,gritty,
29407,smooth,
29408,smooth as silk,
29409,smooth as satin,
29410,powderiness,
29411,pulverulence,
29412,sandiness,
29413,efflorescence,
29414,friability,
29415,powder,
29416,dust,
29417,sand,
29418,shingle,
29419,sawdust,
29420,grit,
29421,meal,
29422,bran,
29423,flour,
29424,farina,
29425,rice,
29426,paddy,
29427,spore,
29428,sporule,
29429,crumb,
29430,seed,
29431,grain,
29432,particle,
29433,limature,
29434,filings,
29435,debris,
29436,detritus,
29437,tailings,
29438,talus slope,
29439,scobs,
29440,magistery,
29441,fine powder,
29442,flocculi,
29443,smoke,
29444,cloud of dust,
29445,cloud of sand,
29446,cloud of smoke,
29447,puff of smoke,
29448,volume of smoke,
29449,sand storm,
29450,dust storm,
29451,        ,
29452,pulverization,
29453,comminution,
29454,attenuation,
29455,granulation,
29456,disintegration,
29457,subaction,
29458,contusion,
29459,trituration,
29460,levigation,
29461,abrasion,
29462,detrition,
29463,multure,
29464,limitation,
29465,tripsis,
29466,filing,
29467,mill,
29468,arrastra,
29469,gristmill,
29470,grater,
29471,rasp,
29472,file,
29473,mortar and pestle,
29474,nutmeg grater,
29475,teeth,
29476,grinder,
29477,grindstone,
29478,kern,
29479,quern,
29480,koniology,
29481,come to dust,
29482,be disintegrated,
29483,be reduced to powder,
29484,reduce to powder,
29485,grind to powder,
29486,pulverize,
29487,comminute,
29488,granulate,
29489,triturate,
29490,levigate,
29491,scrape,
29492,file,
29493,abrade,
29494,rub down,
29495,grind,
29496,grate,
29497,rasp,
29498,pound,
29499,bray,
29500,bruise,
29501,contuse,
29502,contund,
29503,beat,
29504,crush,
29505,cranch,
29506,craunch,
29507,crunch,
29508,scranch,
29509,crumble,
29510,disintegrate,
29511,attenuate,
29512,powdery,
29513,pulverulent,
29514,granular,
29515,mealy,
29516,floury,
29517,farinaceous,
29518,branny,
29519,furfuraceous,
29520,flocculent,
29521,dusty,
29522,sandy,
29523,sabulous,
29524,psammous,
29525,arenose,
29526,arenarious,
29527,arenaceous,
29528,gritty,
29529,efflorescent,
29530,impalpable,
29531,lentiginous,
29532,lepidote,
29533,sabuline,
29534,sporaceous,
29535,sporous,
29536,pulverizable,
29537,friable,
29538,crumbly,
29539,shivery,
29540,pulverized,
29541,attrite,
29542,in pieces,
29543,friction,
29544,attrition,
29545,rubbing,
29546,abrasion,
29547,scraping,
29548,confrication,
29549,detrition,
29550,contrition,
29551,affriction,
29552,abrasion,
29553,arrosion,
29554,limature,
29555,frication,
29556,rub,
29557,elbow grease,
29558,rosin,
29559,massage,
29560,roughness,
29561,rolling friction,
29562,sliding friction,
29563,starting friction,
29564,rub,
29565,scratch,
29566,scrape,
29567,scrub,
29568,slide,
29569,fray,
29570,rasp,
29571,graze,
29572,curry,
29573,scour,
29574,polish,
29575,rub out,
29576,wear down,
29577,gnaw,
29578,file,
29579,grind,
29580,set one's teeth on edge,
29581,rosin,
29582,anatriptic,
29583,attrite,
29584,smoothness,
29585,unctuousness,
29586,lubrication,
29587,lubrification,
29588,anointment,
29589,oiling,
29590,synovia,
29591,glycerine,
29592,oil,
29593,lubricating oil,
29594,grease,
29595,saliva,
29596,lather,
29597,teflon,
29598,lubricate,
29599,lubricitate,
29600,oil,
29601,grease,
29602,lather,
29603,soap,
29604,wax,
29605,lubricated,
29606,lubricous,
29607,fluidity,
29608,liquidity,
29609,liquidness,
29610,gaseity,
29611,fluid,
29612,inelastic fluid,
29613,liquid,
29614,liquor,
29615,lymph,
29616,humor,
29617,juice,
29618,sap,
29619,serum,
29620,blood,
29621,serosity,
29622,gravy,
29623,rheum,
29624,ichor,
29625,sanies,
29626,chyle,
29627,solubility,
29628,solubleness,
29629,        ,
29630,hydrology,
29631,hydrostatics,
29632,hydrodynamics,
29633,be fluid,
29634,flow,
29635,liquefy,
29636,melt,
29637,condense,
29638,liquid,
29639,fluid,
29640,serous,
29641,juicy,
29642,succulent,
29643,sappy,
29644,ichorous,
29645,fluent,
29646,liquefied,
29647,uncongealed,
29648,soluble,
29649,gaseity,
29650,vaporousness,
29651,flatulence,
29652,flatulency,
29653,volatility,
29654,aeration,
29655,aerification,
29656,elastic fluid,
29657,gas,
29658,air,
29659,vapor,
29660,ether,
29661,steam,
29662,essence,
29663,fume,
29664,reek,
29665,effluvium,
29666,flatus,
29667,cloud,
29668,ammonia,
29669,ammoniacal gas,
29670,volatile alkali,
29671,vacuum,
29672,partial vacuum,
29673,        ,
29674,pneumatics,
29675,pneumatostatics,
29676,aerostatics,
29677,aerodynamics,
29678,gasmeter,
29679,gasometer,
29680,air bladder,
29681,swimming bladder,
29682,sound,
29683,vaporize,
29684,evaporate,
29685,evanesce,
29686,gasify,
29687,emit vapor,
29688,diffuse,
29689,gaseous,
29690,aeriform,
29691,ethereal,
29692,aerial,
29693,airy,
29694,vaporous,
29695,volatile,
29696,evaporable,
29697,flatulent,
29698,liquefaction,
29699,liquescence,
29700,liquescency,
29701,melting,
29702,colliquation,
29703,colliquefaction,
29704,thaw,
29705,liquation,
29706,deliquation,
29707,deliquescence,
29708,lixiviation,
29709,dissolution,
29710,solution,
29711,apozem,
29712,lixivium,
29713,infusion,
29714,flux,
29715,solvent,
29716,menstruum,
29717,alkahest,
29718,render liquid,
29719,liquefy,
29720,run,
29721,deliquesce,
29722,melt,
29723,solve,
29724,dissolve,
29725,resolve,
29726,liquate,
29727,hold in solution,
29728,condense,
29729,precipitate,
29730,rain,
29731,liquefied,
29732,liquescent,
29733,liquefiable,
29734,deliquescent,
29735,soluble,
29736,colliquative,
29737,vaporization,
29738,volatilization,
29739,gasification,
29740,evaporation,
29741,vaporation,
29742,distillation,
29743,cupellation,
29744,cohobation,
29745,sublimination,
29746,exhalation,
29747,volatility,
29748,vaporizer,
29749,still,
29750,retort,
29751,fumigation,
29752,steaming,
29753,bay salt,
29754,chloride of sodium,
29755,mister,
29756,spray,
29757,bubble,
29758,effervescence,
29759,render gaseous,
29760,vaporize,
29761,volatilize,
29762,distill,
29763,sublime,
29764,evaporate,
29765,exhale,
29766,smoke,
29767,transpire,
29768,emit vapor,
29769,fume,
29770,reek,
29771,steam,
29772,fumigate,
29773,cohobate,
29774,finestill,
29775,bubble,
29776,sparge,
29777,effervesce,
29778,boil,
29779,volatilized,
29780,reeking,
29781,volatile,
29782,evaporable,
29783,vaporizable,
29784,bubbly,
29785,effervescent,
29786,boiling,
29787,water,
29788,serum,
29789,serosity,
29790,lymph,
29791,rheum,
29792,diluent,
29793,agua,
29794,aqua,
29795,pani,
29796,dilution,
29797,maceration,
29798,lotion,
29799,washing,
29800,immersion,
29801,humectation,
29802,infiltration,
29803,spargefaction,
29804,affusion,
29805,irrigation,
29806,douche,
29807,balneation,
29808,bath,
29809,deluge,
29810,high water,
29811,flood tide,
29812,be watery,
29813,reek,
29814,add water,
29815,water,
29816,wet,
29817,moisten,
29818,dilute,
29819,dip,
29820,immerse,
29821,merge,
29822,immerge,
29823,submerge,
29824,plunge,
29825,souse,
29826,duck,
29827,drown,
29828,soak,
29829,steep,
29830,macerate,
29831,pickle,
29832,wash,
29833,sprinkle,
29834,lave,
29835,bathe,
29836,affuse,
29837,splash,
29838,swash,
29839,douse,
29840,drench,
29841,dabble,
29842,slop,
29843,slobber,
29844,irrigate,
29845,inundate,
29846,deluge,
29847,syringe,
29848,inject,
29849,gargle,
29850,watery,
29851,aqueous,
29852,aquatic,
29853,hydrous,
29854,lymphatic,
29855,balneal,
29856,diluent,
29857,drenching,
29858,diluted,
29859,weak,
29860,wet,
29861,the waters are out,
29862,air,
29863,common air,
29864,atmospheric air,
29865,atmosphere,
29866,aerosphere,
29867,open air,
29868,sky,
29869,welkin,
29870,blue sky,
29871,cloud,
29872,weather,
29873,climate,
29874,rise and fall of the barometer,
29875,isobar,
29876,        ,
29877,aerology,
29878,aerometry,
29879,aeroscopy,
29880,aeroscopy,
29881,aerography,
29882,meteorology,
29883,climatology,
29884,pneumatics,
29885,eudioscope,
29886,baroscope,
29887,aeroscope,
29888,eudiometer,
29889,barometer,
29890,aerometer,
29891,aneroid,
29892,baroscope,
29893,weather gauge,
29894,weather glass,
29895,weather cock,
29896,exposure to the air,
29897,exposure to the weather,
29898,ventilation,
29899,aerostation,
29900,aeronautics,
29901,aeronaut,
29902,air,
29903,ventilate,
29904,fan,
29905,containing air,
29906,flatulent,
29907,effervescent,
29908,windy,
29909,atmospheric,
29910,airy,
29911,aerial,
29912,aeriform,
29913,meteorological,
29914,weatherwise,
29915,in the open air,
29916,a la belle etoile,
29917,al fresco,
29918,sub jove dio,
29919,moisture,
29920,moistness,
29921,humidity,
29922,humectation,
29923,madefaction,
29924,dew,
29925,serein,
29926,marsh,
29927,hygrometry,
29928,hygrometer,
29929,moisten,
29930,wet,
29931,humect,
29932,humectate,
29933,sponge,
29934,damp,
29935,bedew,
29936,imbue,
29937,imbrue,
29938,infiltrate,
29939,saturate,
29940,soak,
29941,drench,
29942,be moist,
29943,not have a dry thread,
29944,perspire,
29945,moist,
29946,damp,
29947,watery,
29948,madid,
29949,roric,
29950,undried,
29951,humid,
29952,sultry,
29953,wet,
29954,dank,
29955,luggy,
29956,dewy,
29957,roral,
29958,rorid,
29959,roscid,
29960,juicy,
29961,wringing wet,
29962,soaking wet,
29963,wet through to the skin,
29964,saturated,
29965,swashy,
29966,soggy,
29967,dabbled,
29968,reeking,
29969,dripping,
29970,soaking,
29971,soft,
29972,sodden,
29973,sloppy,
29974,muddy,
29975,swampy,
29976,irriguous,
29977,dryness,
29978,siccity,
29979,aridity,
29980,drought,
29981,ebb tide,
29982,low water,
29983,exsiccation,
29984,desiccation,
29985,arefaction,
29986,dephlegmation,
29987,drainage,
29988,drier,
29989,        ,
29990,desiccative,
29991,dessicator,
29992,        ,
29993,dessicator,
29994,hair drier,
29995,clothes drier,
29996,gas drier,
29997,electric drier,
29998,vacuum oven,
29999,drying oven,
30000,kiln,
30001,lyophilizer,
30002,clothesline,
30003,be dry,
30004,render dry,
30005,dry,
30006,dry up,
30007,soak up,
30008,sponge,
30009,swab,
30010,wipe,
30011,drain,
30012,desiccate,
30013,dehydrate,
30014,exsiccate,
30015,parch,
30016,kiln dry,
30017,vacuum dry,
30018,blow dry,
30019,oven dry,
30020,hang out to dry,
30021,mummify,
30022,be fine,
30023,hold up,
30024,dry,
30025,anhydrous,
30026,arid,
30027,adust,
30028,arescent,
30029,dried,
30030,undamped,
30031,juiceless,
30032,sapless,
30033,sear,
30034,husky,
30035,rainless,
30036,without rain,
30037,fine,
30038,dry as a bone,
30039,dry as dust,
30040,dry as a stick,
30041,dry as a mummy,
30042,dry as a biscuit,
30043,water proof,
30044,water tight,
30045,dehydrated,
30046,dessicated,
30047,sea,
30048,ocean,
30049,main,
30050,deep,
30051,brine,
30052,salt water,
30053,waves,
30054,billows,
30055,high seas,
30056,offing,
30057,great waters,
30058,watery waste,
30059,vasty deep,
30060,wave,
30061,tide,
30062,hydrography,
30063,hydrographer,
30064,Neptune,
30065,Poseidon,
30066,Thetis,
30067,Triton,
30068,Naiad,
30069,Nereid,
30070,sea nymph,
30071,Siren,
30072,trident,
30073,dolphin,
30074,oceanic,
30075,marine,
30076,maritime,
30077,pelagic,
30078,pelagian,
30079,seagoing,
30080,hydrographic,
30081,bathybic,
30082,cotidal,
30083,at sea,
30084,on sea,
30085,afloat,
30086,land,
30087,earth,
30088,ground,
30089,dry land,
30090,terra firma,
30091,continent,
30092,mainland,
30093,peninsula,
30094,chersonese,
30095,delta,
30096,tongue of land,
30097,neck of land,
30098,isthmus,
30099,oasis,
30100,promontory,
30101,highland,
30102,coast,
30103,shore,
30104,scar,
30105,strand,
30106,beach,
30107,playa,
30108,bank,
30109,lea,
30110,seaboard,
30111,seaside,
30112,seabank,
30113,seacoast,
30114,seabeach,
30115,ironbound coast,
30116,loom of the land,
30117,derelict,
30118,innings,
30119,alluvium,
30120,alluvion,
30121,ancon,
30122,riverbank,
30123,river bank,
30124,levee,
30125,soil,
30126,glebe,
30127,clay,
30128,loam,
30129,marl,
30130,cledge,
30131,chalk,
30132,gravel,
30133,mold,
30134,subsoil,
30135,clod,
30136,clot,
30137,rock,
30138,crag,
30139,acres,
30140,real estate,
30141,landsman,
30142,land,
30143,come to land,
30144,set foot on the soil,
30145,set foot on dry land,
30146,come ashore,
30147,go ashore,
30148,debark,
30149,earthy,
30150,continental,
30151,midland,
30152,coastal,
30153,littoral,
30154,riparian,
30155,alluvial,
30156,terrene,
30157,landed,
30158,predial,
30159,territorial,
30160,geophilous,
30161,ripicolous,
30162,ashore,
30163,on shore,
30164,on land,
30165,land covered with water,
30166,gulf,
30167,gulph,
30168,bay,
30169,inlet,
30170,bight,
30171,estuary,
30172,arm of the sea,
30173,bayou,
30174,fiord,
30175,armlet,
30176,frith,
30177,firth,
30178,ostiary,
30179,mouth,
30180,lagune,
30181,lagoon,
30182,indraught,
30183,cove,
30184,creek,
30185,natural harbor,
30186,roads,
30187,strait,
30188,narrows,
30189,Euripus,
30190,sound,
30191,belt,
30192,gut,
30193,kyles,
30194,continental slope,
30195,continental shelf,
30196,lake,
30197,loch,
30198,lough,
30199,mere,
30200,tarn,
30201,plash,
30202,broad,
30203,pond,
30204,pool,
30205,lin,
30206,puddle,
30207,slab,
30208,well,
30209,artesian well,
30210,standing water,
30211,dead water,
30212,sheet of water,
30213,fish pond,
30214,mill pond,
30215,ditch,
30216,dike,
30217,dyke,
30218,dam,
30219,reservoir,
30220,alberca,
30221,barachois,
30222,hog wallow,
30223,lacustrine,
30224,plain,
30225,table-land,
30226,face of the country,
30227,open country,
30228,champaign country,
30229,basin,
30230,downs,
30231,waste,
30232,weary waste,
30233,desert,
30234,wild,
30235,steppe,
30236,pampas,
30237,savanna,
30238,prairie,
30239,heath,
30240,common,
30241,wold,
30242,veldt,
30243,moor,
30244,moorland,
30245,bush,
30246,plateau,
30247,campagna,
30248,alkali flat,
30249,llano,
30250,mesa,
30251,mesilla,
30252,playa,
30253,shaking prairie,
30254,trembling prairie,
30255,vega,
30256,meadow,
30257,mead,
30258,haugh,
30259,pasturage,
30260,park,
30261,field,
30262,lawn,
30263,green,
30264,plat,
30265,plot,
30266,grassplat,
30267,greensward,
30268,sward,
30269,turf,
30270,sod,
30271,heather,
30272,lea,
30273,ley,
30274,lay,
30275,grounds,
30276,maidan,
30277,agostadero,
30278,champaign,
30279,alluvial,
30280,campestral,
30281,campestrial,
30282,campestrian,
30283,campestrine,
30284,marsh,
30285,swamp,
30286,morass,
30287,marish,
30288,moss,
30289,fen,
30290,bog,
30291,quagmire,
30292,slough,
30293,sump,
30294,wash,
30295,mud,
30296,squash,
30297,slush,
30298,baygall,
30299,cienaga,
30300,jhil,
30301,vlei,
30302,marsh,
30303,marshy,
30304,swampy,
30305,boggy,
30306,plashy,
30307,poachy,
30308,quaggy,
30309,soft,
30310,muddy,
30311,sloppy,
30312,squashy,
30313,paludal,
30314,moorish,
30315,moory,
30316,fenny,
30317,island,
30318,isle,
30319,islet,
30320,eyot,
30321,ait,
30322,holf,
30323,reef,
30324,atoll,
30325,breaker,
30326,archipelago,
30327,islander,
30328,insular,
30329,seagirt,
30330,archipelagic,
30331,stream,
30332,flowmeter,
30333,flow,
30334,blow,
30335,running water,
30336,jet,
30337,spirt,
30338,spurt,
30339,squirt,
30340,spout,
30341,spray,
30342,splash,
30343,rush,
30344,gush,
30345,jet d'eau,
30346,sluice,
30347,water spout,
30348,water fall,
30349,cascade,
30350,force,
30351,foss,
30352,lin,
30353,linn,
30354,ghyll,
30355,Niagara,
30356,cataract,
30357,rapids,
30358,white water,
30359,catadupe,
30360,cataclysm,
30361,debacle,
30362,inundation,
30363,deluge,
30364,chute,
30365,washout,
30366,rain,
30367,rainfall,
30368,serein,
30369,shower,
30370,scud,
30371,downpour,
30372,driving rain,
30373,drenching rain,
30374,cloudburst,
30375,hyetology,
30376,hyetography,
30377,predominance of Aquarius,
30378,reign of St. Swithin,
30379,mizzle,
30380,drizzle,
30381,stillicidum,
30382,plash,
30383,dropping,
30384,falling weather,
30385,northeaster,
30386,hurricane,
30387,typhoon,
30388,stream,
30389,course,
30390,flux,
30391,flow,
30392,profluence,
30393,effluence,
30394,defluxion,
30395,flowing,
30396,current,
30397,tide,
30398,race,
30399,coulee,
30400,spring,
30401,artesian well,
30402,fount,
30403,fountain,
30404,rill,
30405,rivulet,
30406,gill,
30407,gullet,
30408,rillet,
30409,streamlet,
30410,brooklet,
30411,branch,
30412,runnel,
30413,sike,
30414,burn,
30415,beck,
30416,creek,
30417,brook,
30418,bayou,
30419,stream,
30420,river,
30421,reach,
30422,tributary,
30423,geyser,
30424,spout,
30425,waterspout,
30426,body of water,
30427,torrent,
30428,rapids,
30429,flush,
30430,flood,
30431,swash,
30432,spring tide,
30433,high tide,
30434,full tide,
30435,bore,
30436,tidal bore,
30437,eagre,
30438,hygre,
30439,fresh,
30440,freshet,
30441,indraught,
30442,reflux,
30443,undercurrent,
30444,eddy,
30445,vortex,
30446,gurge,
30447,whirlpool,
30448,Maelstrom,
30449,regurgitation,
30450,overflow,
30451,confluence,
30452,corrivation,
30453,wave,
30454,billow,
30455,surge,
30456,swell,
30457,ripple,
30458,anerythmon gelasma,
30459,beach comber,
30460,riffle,
30461,rollers,
30462,ground swell,
30463,surf,
30464,breakers,
30465,white horses,
30466,whitecaps,
30467,rough sea,
30468,heavy sea,
30469,high seas,
30470,cross sea,
30471,long sea,
30472,short sea,
30473,chopping sea,
30474,        ,
30475,hydrodynamics,
30476,hydraulics,
30477,hydraulicostatics,
30478,rain gauge,
30479,flowmeter,
30480,pegology,
30481,irrigation,
30482,pump,
30483,watering pot,
30484,watering cart,
30485,hydrant,
30486,syringe,
30487,garden hose,
30488,lawn spray,
30489,bhisti,
30490,mussuk,
30491,flow,
30492,run,
30493,meander,
30494,gush,
30495,pour,
30496,spout,
30497,roll,
30498,jet,
30499,well,
30500,issue,
30501,drop,
30502,drip,
30503,dribble,
30504,plash,
30505,spirtle,
30506,trill,
30507,trickle,
30508,distill,
30509,percolate,
30510,stream,
30511,overflow,
30512,inundate,
30513,deluge,
30514,flow over,
30515,splash,
30516,swash,
30517,guggle,
30518,murmur,
30519,babble,
30520,bubble,
30521,purl,
30522,gurgle,
30523,sputter,
30524,spurt,
30525,spray,
30526,regurgitate,
30527,ooze,
30528,flow out,
30529,rain hard,
30530,rain in torrents,
30531,rain cats and dogs,
30532,rain pitchforks,
30533,pour with rain,
30534,drizzle,
30535,spit,
30536,set in,
30537,mizzle,
30538,flow into,
30539,fall into,
30540,open into,
30541,drain into,
30542,discharge itself,
30543,disembogue,
30544,        ,
30545,pour,
30546,pour out,
30547,shower down,
30548,irrigate,
30549,drench,
30550,spill,
30551,splash,
30552,        ,
30553,stanch,
30554,dam,
30555,up,
30556,obstruct,
30557,fluent,
30558,diffluent,
30559,profluent,
30560,affluent,
30561,tidal,
30562,flowing,
30563,meandering,
30564,meandry,
30565,meandrous,
30566,fluvial,
30567,fluviatile,
30568,streamy,
30569,showery,
30570,rainy,
30571,pluvial,
30572,stillicidous,
30573,stillatitious,
30574,for men may come and men may go but I go on for men may come and men may go but I go on forever,
30575,"that old man river, he just keeps rolling that old man river, he just keeps rolling along",
30576,wind,
30577,draught,
30578,flatus,
30579,afflatus,
30580,efflation,
30581,eluvium,
30582,air,
30583,breath,
30584,breath of air,
30585,puff,
30586,whiff,
30587,zephyr,
30588,blow,
30589,breeze,
30590,drift,
30591,aura,
30592,stream,
30593,current,
30594,jet stream,
30595,undercurrent,
30596,gust,
30597,blast,
30598,squall,
30599,gale,
30600,half a gale,
30601,storm,
30602,tempest,
30603,hurricane,
30604,whirlwind,
30605,tornado,
30606,samiel,
30607,cyclone,
30608,anticyclone,
30609,typhoon,
30610,simoon,
30611,simoom,
30612,harmattan,
30613,monsoon,
30614,trade wind,
30615,sirocco,
30616,mistral,
30617,bise,
30618,tramontane,
30619,levanter,
30620,capful of wind,
30621,fresh breeze,
30622,stiff breeze,
30623,keen blast,
30624,blizzard,
30625,barber,
30626,candelia,
30627,chinook,
30628,foehn,
30629,khamsin,
30630,norther,
30631,vendaval,
30632,wuther,
30633,windiness,
30634,ventosity,
30635,rough weather,
30636,dirty weather,
30637,ugly weather,
30638,stress of weather,
30639,dirty sky,
30640,mare's tail,
30641,thick squall,
